Name,Link,Class
dataset_cars/output_image48.png,https://www.usnews.com/object/image/0000018b-fa28-dc80-a9ef-ffe9f8290001/01-2024-chevrolet-corvette-angular-front-jmv.JPG?update-time=1700709318771&size=responsiveGallery,car
dataset_cars/output_image49.png,https://www.usnews.com/object/image/0000018c-12be-d270-a7ee-73ff344c0001/2024-chevrolet-equinox-red-1.jpeg?update-time=1701124202307&size=responsiveGallery,car
dataset_cars/output_image50.png,https://cars.usnews.com/static/images/Auto/custom/15304/2024_Chevrolet_Malibu_6.jpg,car
dataset_cars/output_image51.png,https://cars.usnews.com/static/images/Auto/custom/15265/2024_Chevrolet_Silverado_1500_ZR2_1.jpg,car
dataset_cars/output_image52.png,https://cars.usnews.com/static/images/Auto/custom/15325/2024_Chevrolet_Silverado_2500HD_Angular_Front_1.jpg,car
dataset_cars/output_image53.png,https://www.usnews.com/object/image/0000018d-6692-d07a-a1ff-ffbb07e20001/2023-chevrolet-suburban-001.jpg?update-time=1706822862405&size=responsiveGallery,car
dataset_cars/output_image54.png,https://www.usnews.com/object/image/0000018d-2385-d24a-ab9d-3fcffdaf0000/2023-chevrolet-tahoe-001.jpg?update-time=1705698000279&size=responsiveGallery,car
dataset_cars/output_image55.png,https://cars.usnews.com/static/images/Auto/custom/15318/2024_Chevrolet_Trailblazer_1.jpg,car
dataset_cars/output_image56.png,https://cars.usnews.com/static/images/Auto/custom/15233/2024_Chevrolet_Trax_1.jpg,car
dataset_cars/output_image57.png,https://cars.usnews.com/static/images/Auto/custom/15561/2024_Chrysler_Pacifica_1.jpg,car
dataset_cars/output_image58.png,https://www.usnews.com/object/image/0000018c-5ade-de80-a78d-fadfe3730001/ch024-058pf.jpg?update-time=1702331605112&size=responsiveGallery,car
dataset_cars/output_image59.png,https://www.usnews.com/object/image/0000018c-5f03-dc6c-aded-ffbfd7c30000/https-cars-dms-usnews-com-static-uploads-images-auto-custom-15556-original-2024-dodge-durango-1.jpg?update-time=1696252485000&size=responsiveGallery,car
dataset_cars/output_image60.png,https://cars.usnews.com/static/images/Auto/custom/15565/2024_Dodge_Hornet_1.jpg,car
dataset_cars/output_image61.png,https://cars.usnews.com/static/images/Auto/custom/15568/2024_Dodge_Hornet_Plug-in_Hybrid_Angular_Front_1.jpg,car
dataset_cars/output_image62.png,https://www.usnews.com/object/image/0000018c-6ea6-d7c8-a1cf-7fbf48ee0001/01-2024-ford-bronco-angular-front-jms.JPG?update-time=1702663605171&size=responsiveGallery,car
dataset_cars/output_image63.png,https://www.usnews.com/object/image/0000018d-4683-d2f1-a5fd-fed7e0990001/01-2024-ford-bronco-sport-angular-front-jms.jpg?update-time=1706285200228&size=responsiveGallery,car
dataset_cars/output_image64.png,https://cars.usnews.com/static/images/Auto/custom/15576/2024_Ford_Edge_1.jpg,car
dataset_cars/output_image65.png,https://www.usnews.com/object/image/0000018c-268d-d95f-a99e-e6af89480001/01-2024-ford-escape-angular-front-jmv.JPG?update-time=1701453909455&size=responsiveGallery,car
dataset_cars/output_image66.png,https://www.usnews.com/object/image/0000018d-f03f-d3f5-afcd-f07fb4870000/2023-ford-escape-st-line-elite-rapid-red-03-3.jpg?update-time=1709132723187&size=responsiveGallery,car
dataset_cars/output_image67.png,https://cars.usnews.com/static/images/Auto/custom/15546/2024_Ford_Expedition_1.jpg,car
dataset_cars/output_image68.png,https://cars.usnews.com/static/images/Auto/custom/15231/2024_Ford_Explorer_1.jpg,car
dataset_cars/output_image69.png,https://www.usnews.com/object/image/0000018d-6173-de81-a7df-617faf940000/2024-ford-f-150-platinum-02.jpg?update-time=1706736988041&size=responsiveGallery,car
dataset_cars/output_image70.png,https://www.usnews.com/object/image/0000018d-eae8-d68f-a98f-fffe1e4e0000/01-2024-ford-f-150-lightning-angular-front-jms.JPG?update-time=1709043123179&size=responsiveGallery,car
dataset_cars/output_image71.png,https://cars.usnews.com/static/images/Auto/custom/15552/2024_Ford_Maverick_Angular_Front_1.jpg,car
dataset_cars/output_image72.png,https://cars.usnews.com/static/images/Auto/custom/15446/2024_Ford_Mustang_Angular_Front_1.jpg,car
dataset_cars/output_image73.png,https://www.usnews.com/object/image/0000018c-6e33-dc56-a1bf-6ef385080001/2023-mustang-mach-e-gt-profile.jpg?update-time=1702655918945&size=responsiveGallery,car
dataset_cars/output_image74.png,https://www.usnews.com/object/image/0000018c-34a0-dc95-a9fd-76afb06b0000/01-2024-genesis-electrified-gv70-angular-front-jmv.JPG?update-time=1701690165248&size=responsiveGallery,car
dataset_cars/output_image75.png,https://cars.usnews.com/static/images/Auto/custom/15559/2024_Genesis_G80_1.jpg,car
dataset_cars/output_image76.png,https://www.usnews.com/object/image/0000018c-91dc-d358-a98d-fbfe7f4a0001/3265-2023genesisg90.jpg?update-time=1703254195092&size=responsiveGallery,car
dataset_cars/output_image77.png,https://www.usnews.com/object/image/0000018d-3d45-dc15-abcf-bfd7849f0001/24-genesis-gv60-ext1.jpg?update-time=1706130132829&size=responsiveGallery,car
dataset_cars/output_image78.png,https://www.usnews.com/object/image/0000018d-655c-d186-a5cd-7d7ef18c0000/2492-genesisgv70.jpg?update-time=1706802605775&size=responsiveGallery,car
dataset_cars/output_image79.png,https://www.usnews.com/object/image/0000018c-cbe7-d2b4-ad8e-fbff760c0000/24-genesis-gv80-ext1.jpg?update-time=1704228147964&size=responsiveGallery,car
dataset_cars/output_image80.png,https://www.usnews.com/object/image/0000018d-656f-de52-a78f-77ffaee10000/2024-gmc-canyon-at4x-aev-101.jpg?update-time=1706803834519&size=responsiveGallery,car
dataset_cars/output_image81.png,https://www.usnews.com/object/image/0000018d-6572-d4b3-a1cf-e5f64d520001/2023-gmc-hummer-ev-326.jpg?update-time=1706804006138&size=responsiveGallery,car
dataset_cars/output_image82.png,https://cars.usnews.com/static/images/Auto/custom/15237/2024_GMC_Hummer_EV_SUV_1.jpg,car
dataset_cars/output_image83.png,https://www.usnews.com/object/image/0000018c-5ef2-dc6c-aded-fffe6a630000/https-cars-dms-usnews-com-static-uploads-images-auto-custom-15266-original-2024-gmc-sierra-1500-angular-front-1.jpg?update-time=1696454506000&size=responsiveGallery,car
dataset_cars/output_image84.png,https://cars.usnews.com/static/images/Auto/custom/15336/2024_GMC_Sierra_2500HD_Angular_Front_1.jpg,car
dataset_cars/output_image85.png,https://www.usnews.com/object/image/0000018e-2daa-d9fc-a9cf-2dafb3320001/24-gmc-terrain-ext1.jpg?update-time=1710163454122&size=responsiveGallery,car
dataset_cars/output_image86.png,https://www.usnews.com/object/image/0000018d-6575-d883-a7ed-6dfd623d0001/2023-gmc-yukon-denali-ultimate-exteriorx3000.jpg?update-time=1706804207496&size=responsiveGallery,car
dataset_cars/output_image87.png,https://www.usnews.com/object/image/0000018c-40eb-df39-a7fd-6bff9fe10001/01-2024-honda-accord-hybrid-angular-front-jmv.JPG?update-time=1701896347582&size=responsiveGallery,car
dataset_cars/output_image88.png,https://cars.usnews.com/static/images/Auto/custom/15553/2024_Honda_Accord_1.jpg,car
dataset_cars/output_image89.png,https://cars.usnews.com/static/images/Auto/custom/15550/2024_Honda_Civic_Angular_Front_1.jpg,car
dataset_cars/output_image90.png,https://cars.usnews.com/static/images/Auto/custom/15307/2024_Honda_CR-V_1.jpg,car
dataset_cars/output_image91.png,https://cars.usnews.com/static/images/Auto/custom/15308/2024_Honda_CR-V_Hybrid_1.jpg,car
dataset_cars/output_image92.png,https://cars.usnews.com/static/images/Auto/custom/15264/2024_Honda_HR-V_1.jpg,car
dataset_cars/output_image93.png,https://cars.usnews.com/static/images/Auto/custom/15560/2024_Honda_Odyssey_1.jpg,car
dataset_cars/output_image94.png,https://www.usnews.com/object/image/0000018c-d083-d2b4-a5ee-d3ff589f0000/01-2024-honda-passport-angular-front-jmv.JPG?update-time=1704305317861&size=responsiveGallery,car
dataset_cars/output_image95.png,https://www.usnews.com/object/image/0000018c-457f-dc8f-addc-ef7fda470001/24-honda-pilot-ext1.jpg?update-time=1701973208102&size=responsiveGallery,car
dataset_cars/output_image96.png,https://www.usnews.com/object/image/0000018c-a638-d358-a98d-ef3e71590001/large-56896-2024elantra.jpg?update-time=1703595766030&size=responsiveGallery,car
dataset_cars/output_image97.png,https://www.usnews.com/object/image/0000018c-f6ab-d646-adad-feff1c4f0000/large-57252-2024elantrahybrid.jpg?update-time=1704945458189&size=responsiveGallery,car
dataset_cars/output_image98.png,https://www.usnews.com/object/image/0000018c-5e3a-d4db-a5bc-fffe89de0000/large-55514-2024ioniq5.jpg?update-time=1702387943253&size=responsiveGallery,car
dataset_cars/output_image99.png,https://www.usnews.com/object/image/0000018c-5a0b-dd54-a5ee-7fff8bd70001/01-2024-hyundai-ioniq-6-angular-front-jmv.JPG?update-time=1704318834263&size=responsiveGallery,car
dataset_cars/output_image100.png,https://cars.usnews.com/static/images/Auto/custom/15522/2024_Hyundai_Kona_Angular_Front_1.jpg,car
dataset_cars/output_image101.png,https://cars.usnews.com/static/images/Auto/custom/15558/2024_Hyundai_Palisade_1.jpg,car
dataset_cars/output_image102.png,https://cars.usnews.com/static/images/Auto/custom/15311/2024_Hyundai_Santa_Cruz_1.jpg,car
dataset_cars/output_image103.png,https://cars.usnews.com/static/images/Auto/custom/15572/2024_Hyundai_Tucson_1.jpg,car
dataset_cars/output_image104.png,https://www.usnews.com/object/image/0000018c-4a7b-d555-affe-ea7b87730001/large-56144-2024tucsonhybrid.jpg?update-time=1702056702301&size=responsiveGallery,car
dataset_cars/output_image105.png,https://www.usnews.com/object/image/0000018c-f020-de2e-a7be-f4a923c70000/large-56204-2024tucsonplug-inhybrid.jpg?update-time=1704835686475&size=responsiveGallery,car
dataset_cars/output_image106.png,https://www.usnews.com/object/image/0000018c-5e44-d700-adfe-7fdec12b0000/large-55180-2024venue.jpg?update-time=1702388613307&size=responsiveGallery,car
dataset_cars/output_image107.png,https://cars.usnews.com/static/images/Auto/custom/15629/2024_Infiniti_QX60_1.jpg,car
dataset_cars/output_image108.png,https://www.usnews.com/object/image/0000018d-6167-ddf4-a3fd-6fe7faca0000/infiniti-qx80-003.jpg?update-time=1706736220859&size=responsiveGallery,car
dataset_cars/output_image109.png,https://cars.usnews.com/static/images/Auto/custom/15251/2024_Jaguar_F-Type_Angular_Front_1.jpg,car
dataset_cars/output_image110.png,https://www.usnews.com/object/image/0000018d-4780-d9f2-afed-ffb66d480001/jaguar-xf-23my-300-sport-exterior-front-3-quarter-260422.jpg?update-time=1706301614502&size=responsiveGallery,car
dataset_cars/output_image111.png,https://www.usnews.com/object/image/0000018c-7d07-d39a-a7fc-7d9777710001/jp023-008cp.jpg?update-time=1704465588996&size=responsiveGallery,car
dataset_cars/output_image112.png,https://cars.usnews.com/static/images/Auto/custom/15562/2024_Jeep_Grand_Cherokee_1.jpg,car
dataset_cars/output_image113.png,https://www.usnews.com/object/image/0000018d-5c28-de9b-abff-7d3ff8c30000/ws024-009gw.jpg?update-time=1706648204524&size=responsiveGallery,car
dataset_cars/output_image114.png,https://www.usnews.com/object/image/0000018d-56f8-dbe8-a9ed-56fbd78a0000/ws024-001wg.jpg?update-time=1706561164224&size=responsiveGallery,car
dataset_cars/output_image115.png,https://www.usnews.com/object/image/0000018c-5ef4-dc6c-aded-fffcdd290000/ext-1-angular-front-24-wrangler.jpg?update-time=1702497315602&size=responsiveGallery,car
dataset_cars/output_image116.png,https://www.usnews.com/object/image/0000018d-60d9-da39-a3cf-78dfa6c60001/24-jeep-wrangler-4xe-ext1.jpg?update-time=1706727297064&size=responsiveGallery,car
dataset_cars/output_image117.png,https://www.usnews.com/object/image/0000018c-5ef5-dc6c-aded-fffdecea0000/https-cars-dms-usnews-com-static-uploads-images-auto-custom-15273-original-2024-kia-carnival-42.jpg?update-time=1697052014000&size=responsiveGallery,car
dataset_cars/output_image118.png,https://cars.usnews.com/static/images/Auto/custom/15573/2024_Kia_EV6_Angular_Front_1.jpg,car
dataset_cars/output_image119.png,https://cars.usnews.com/static/images/Auto/custom/15253/2024_Kia_EV9_Angular_Front_1.jpg,car
dataset_cars/output_image120.png,https://www.usnews.com/object/image/0000018c-4a81-de27-a3cc-7ff1c8cc0000/01-2024-kia-forte-angular-front-zd.jpg?update-time=1702060088850&size=responsiveGallery,car
dataset_cars/output_image121.png,https://www.usnews.com/object/image/0000018c-63eb-dc40-adbd-73fbb4f30001/24-kia-k5-ext1.jpg?update-time=1702483474841&size=responsiveGallery,car
dataset_cars/output_image122.png,https://cars.usnews.com/static/images/Auto/custom/15688/2024_Kia_Niro_EV_Angular_Front_1.jpg,car
dataset_cars/output_image123.png,https://cars.usnews.com/static/images/Auto/custom/15689/2024_Kia_Niro_Plug-In_Hybrid_Angular_Front_1.jpg,car
dataset_cars/output_image124.png,https://cars.usnews.com/static/images/Auto/custom/15280/2024_Kia_Seltos_Angular_Front_1.jpg,car
dataset_cars/output_image125.png,https://www.usnews.com/object/image/0000018c-643e-df1d-ab9d-ed7f64dd0001/01-2024-kia-soul-angular-front-zd.jpg?update-time=1702489258631&size=responsiveGallery,car
dataset_cars/output_image126.png,https://www.usnews.com/object/image/0000018c-3b15-dc95-a9fd-7bbf2c0c0001/24-kia-sportage-ext1.jpg?update-time=1701798447932&size=responsiveGallery,car
dataset_cars/output_image127.png,https://www.usnews.com/object/image/0000018c-da71-d16c-a1ed-dffd50830000/20891-2024-sportage-hev.jpg?update-time=1704471908128&size=responsiveGallery,car
dataset_cars/output_image128.png,https://www.usnews.com/object/image/0000018c-d63e-d87c-a9ec-ffbf44090000/20858-2024-sportage-phev.jpg?update-time=1705421871093&size=responsiveGallery,car
dataset_cars/output_image129.png,https://cars.usnews.com/static/images/Auto/custom/15320/2024_Kia_Telluride_Angular_Front_1.jpg,car
dataset_cars/output_image130.png,https://www.usnews.com/object/image/0000018c-5ef8-dc6c-aded-fffc63710000/01-2024-land-rover-defender-angular-front-jms.JPG?update-time=1702498225723&size=responsiveGallery,car
dataset_cars/output_image131.png,https://www.usnews.com/object/image/0000018d-6695-d5b1-a9ed-e7ddc3d40001/lr-disco-23my-metropolitan-141021-01.jpg?update-time=1706823106967&size=responsiveGallery,car
dataset_cars/output_image132.png,https://cars.usnews.com/static/images/Auto/custom/15292/2024_Land_Rover_Range_Rover_1.jpg,car
dataset_cars/output_image133.png,https://www.usnews.com/object/image/0000018d-fa9a-d76e-a9df-fa9edab80000/01-2024-land-rover-range-rover-velar-angular-front-jms.JPG?update-time=1709306503817&size=responsiveGallery,car
dataset_cars/output_image134.png,https://cars.usnews.com/static/images/Auto/custom/15660/2024_Lexus_ES_1.jpg,car
dataset_cars/output_image135.png,https://www.usnews.com/object/image/0000018e-1f03-d476-a18f-fff74ddb0000/2024-lexus-es-300h-0011-1.jpg?update-time=1709917293497&size=responsiveGallery,car
dataset_cars/output_image136.png,https://cars.usnews.com/static/images/Auto/custom/15319/2024_Lexus_LC_1.jpg,car
dataset_cars/output_image137.png,https://www.usnews.com/object/image/0000018d-7fb6-dc6a-addf-7ffe7d9b0000/lx-ultra-luxury-9.jpg?update-time=1707244682148&size=responsiveGallery,car
dataset_cars/output_image138.png,https://cars.usnews.com/static/images/Auto/custom/15288/2024_Lexus_NX_Angular_Front_1.jpg,car
dataset_cars/output_image139.png,https://cars.usnews.com/static/images/Auto/custom/15289/2024_Lexus_NX_Hybrid_Angular_Front_1.jpg,car
dataset_cars/output_image140.png,https://www.usnews.com/object/image/0000018c-83fb-d5f1-abcc-9bfb1c770000/2024-rx-350-premium-nightfallmica-21-scaled-1.jpg?update-time=1703021320950&size=responsiveGallery,car
dataset_cars/output_image141.png,https://cars.usnews.com/static/images/Auto/custom/15690/2024_Lexus_TX_Angular_Front_1.jpg,car
dataset_cars/output_image142.png,https://www.usnews.com/object/image/0000018d-4284-d26d-abbd-73deff370001/24-lexus-tx-hybrid-ext1.jpg?update-time=1706218128207&size=responsiveGallery,car
dataset_cars/output_image143.png,https://www.usnews.com/object/image/0000018b-ed09-d6a3-ab8f-fd6be55e0000/2024-lexus-tx-550h-nightfall-mica-015.jpg?update-time=1700488930411&size=responsiveGallery,car
dataset_cars/output_image144.png,https://cars.usnews.com/static/images/Auto/custom/15254/2024_Lexus_UX_Hybrid_1.jpg,car
dataset_cars/output_image145.png,https://www.usnews.com/object/image/0000018d-132c-d24a-ad9d-f37de5d80000/15-2024-lincoln-navigator-angular-front-jv.JPG?update-time=1707114560793&size=responsiveGallery,car
dataset_cars/output_image146.png,https://www.usnews.com/object/image/0000018e-1476-db2a-a7ee-3ff6c33a0000/20621-maseratigrecale.jpg?update-time=1709740311076&size=responsiveGallery,car
dataset_cars/output_image147.png,https://cars.usnews.com/static/images/Auto/custom/15567/2024_Mazda_CX-30_Angular_Front_1.jpg,car
dataset_cars/output_image148.png,https://www.usnews.com/object/image/0000018d-9eee-d45f-a3ad-beff0d3d0000/24-mazda-cx-5-ext1.jpg?update-time=1707768554670&size=responsiveGallery,car
dataset_cars/output_image149.png,https://www.usnews.com/object/image/0000018d-d879-dbd0-a5df-da7d22540001/01-2024-mazda-cx50-angular-front-jmv.JPG?update-time=1708733921660&size=responsiveGallery,car
dataset_cars/output_image150.png,https://cars.usnews.com/static/images/Auto/custom/15241/2024_Mazda_CX-90_Angular_Front_1.jpg,car
dataset_cars/output_image151.png,https://cars.usnews.com/static/images/Auto/custom/15242/2024_Mazda_CX-90_Plug-in_Hybrid_Angular_Front_1.jpg,car
dataset_cars/output_image152.png,https://cars.usnews.com/static/images/Auto/custom/15310/2024_Mazda3_Angular_Front_1.jpg,car
dataset_cars/output_image153.png,https://www.usnews.com/object/image/0000018c-7d1b-d39a-a7fc-7d9fcb930001/20c0673-058.jpg?update-time=1705605251951&size=responsiveGallery,car
dataset_cars/output_image154.png,https://www.usnews.com/object/image/0000018d-380a-d496-ab9d-bc2ee0460001/2021-08-30-image-2022-merceedeseqs-450-092-source.jpg?update-time=1706044721462&size=responsiveGallery,car
dataset_cars/output_image155.png,https://www.usnews.com/object/image/0000018e-1efd-d702-a39e-befd7a510001/2021-mercedes-g63-002-1.jpg?update-time=1709916911905&size=responsiveGallery,car
dataset_cars/output_image156.png,https://www.usnews.com/object/image/0000018e-1f3c-d4f2-af9e-1f3f57690001/f8a3075.jpg?update-time=1709921031736&size=responsiveGallery,car
dataset_cars/output_image157.png,https://www.usnews.com/object/image/0000018d-1428-d1b0-adcf-16ebcb500001/24-mercedes-benz-glc-ext1.jpg?update-time=1705440368027&size=responsiveGallery,car
dataset_cars/output_image158.png,https://www.usnews.com/object/image/0000018d-f781-dbff-a1ff-ffed8e110000/01-2024-mercedes-benz-gle-angular-front-jmv.JPG?update-time=1709763833492&size=responsiveGallery,car
dataset_cars/output_image159.png,https://cars.usnews.com/static/images/Auto/custom/15239/2024_Mini_Cooper_Clubman_Angular_Front_1.jpg,car
dataset_cars/output_image160.png,https://cars.usnews.com/static/images/Auto/custom/15267/2024_Mini_Cooper_1.jpg,car
dataset_cars/output_image161.png,https://cars.usnews.com/static/images/Auto/custom/15257/2024_Mini_Cooper_S_Countryman_Angular_Front_1.jpg,car
dataset_cars/output_image162.png,https://cars.usnews.com/static/images/Auto/custom/15262/2024_Mini_Electric_Hardtop_1.jpg,car
dataset_cars/output_image163.png,https://www.usnews.com/object/image/0000018b-f7b8-dcaf-a7cf-f7f854ca0001/3c6a4718-1200x800-1200x800.jpg?update-time=1700668133862&size=responsiveGallery,car
dataset_cars/output_image164.png,https://cars.usnews.com/static/images/Auto/custom/15577/2024_Mitsubishi_Outlander_1.jpg,car
dataset_cars/output_image165.png,https://cars.usnews.com/static/images/Auto/custom/15525/2024_Nissan_Altima_1.jpg,car
dataset_cars/output_image166.png,https://www.usnews.com/object/image/0000018d-7ed9-d3f0-afcf-fef908b40001/nissan-ariya-006a.jpg?update-time=1707230168753&size=responsiveGallery,car
dataset_cars/output_image167.png,https://www.usnews.com/object/image/0000018d-669c-d49c-adbd-f69cdccf0000/2024-nissan-armada-14.jpg?update-time=1706823572681&size=responsiveGallery,car
dataset_cars/output_image168.png,https://cars.usnews.com/static/images/Auto/custom/15640/2024_Nissan_Frontier_1.jpg,car
dataset_cars/output_image169.png,https://cars.usnews.com/static/images/Auto/custom/15299/2024_Nissan_GT-R_1.jpg,car
dataset_cars/output_image170.png,https://www.usnews.com/object/image/0000018d-1417-d2a2-abdd-b5dfb6a30000/2024-nissan-kicks-16-1.jpg?update-time=1705439114114&size=responsiveGallery,car
